Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.impl,ActionHelperImpl,getAllowedValuesFromQueryParameter,Long Statement,The length of the statement "return Arrays.stream(requestParameters).map(RequestParameter::getString).filter(renditionName -> allowedValues.length == 0 || ArrayUtils.contains(allowedValues`renditionName)).distinct().collect(Collectors.toList());" is 216.,69
asset-share-commons,com.adobe.aem.commons.assetshare.configuration.impl.datasources,SearchResultsResourceTypeDataSource,doGet,Complex Method,Cyclomatic complexity of the method is 8,66
asset-share-commons,com.adobe.aem.commons.assetshare.configuration.impl.datasources,SearchResultsResourceTypeDataSource,doGet,Long Statement,The length of the statement "final Query query=queryBuilder.createQuery(PredicateGroup.create(params)`request.getResourceResolver().adaptTo(Session.class));" is 127.,66
asset-share-commons,com.adobe.aem.commons.assetshare.configuration.impl.resourcestatusproviders,SearchPageConfigurationResourceStatusProvider,getStatuses,Long Statement,The length of the statement "EditorResourceStatus.Builder builder=new EditorResourceStatus.Builder(getType()`"Missing Search Results component"`"Add a 'Search Results' component to this page.");" is 165.,63
asset-share-commons,com.adobe.aem.commons.assetshare.configuration.impl.resourcestatusproviders,SearchPageConfigurationResourceStatusProvider,accepts,Long Statement,The length of the statement "if (page == null || Arrays.stream(cfg.pageResourceTypes()).noneMatch(resourceType -> page.getContentResource().isResourceType(resourceType))) {" is 143.,87
asset-share-commons,com.adobe.aem.commons.assetshare.configuration.impl.resourcestatusproviders,AssetDetailsPageConfigurationResourceStatusProvider,getStatuses,Long Statement,The length of the statement "EditorResourceStatus.Builder builder=new EditorResourceStatus.Builder(getType()`"Missing placeholder asset"`"Configure a valid placehold asset on the Search Page's page properties.");" is 183.,67
asset-share-commons,com.adobe.aem.commons.assetshare.configuration.impl.resourcestatusproviders,AssetDetailsPageConfigurationResourceStatusProvider,getStatuses,Magic Number,The method contains a magic number: 300000,67
asset-share-commons,com.adobe.aem.commons.assetshare.configuration.impl.resourcestatusproviders,AssetDetailsPageConfigurationResourceStatusProvider,accepts,Long Statement,The length of the statement "if (page == null || Arrays.stream(cfg.pageResourceTypes()).noneMatch(resourceType -> page.getContentResource().isResourceType(resourceType))) {" is 143.,90
asset-share-commons,com.adobe.aem.commons.assetshare.configuration.impl.resourcestatusproviders,AssetDetailsPageConfigurationResourceStatusProvider,hasPlaceholderAsset,Long Statement,The length of the statement "final ValueMap properties=new ForcedInheritanceValueMapWrapper(new HierarchyNodeInheritanceValueMap(currentPage.getContentResource()));" is 135.,109
asset-share-commons,com.adobe.aem.commons.assetshare.util.impl.requests,ExtensionOverrideRequestWrapper,getRequestPathInfo,Long Statement,The length of the statement "final RequestPathInfoWrapper requestPathInfoWrapper=RequestPathInfoWrapper.createRequestPathInfoWrapper(super.getRequestPathInfo()`new ValueMapDecorator(overrides)`super.getResource());" is 185.,49
asset-share-commons,com.adobe.aem.commons.assetshare.util.impl.requests,ExtensionOverrideRequestWrapper,getRequestPathInfo,Long Statement,The length of the statement "RequestPathInfo wrappedRequestInfo=(RequestPathInfo)Proxy.newProxyInstance(ExtensionOverrideRequestWrapper.WrappedRequestPathInfoWrapper.class.getClassLoader()`new Class[]{RequestPathInfo.class`ExtensionOverrideRequestWrapper.WrappedRequestPathInfoWrapper.class}`requestPathInfoWrapper);" is 287.,49
asset-share-commons,com.adobe.aem.commons.assetshare.util.impl.proxies,RequestPathInfoWrapper,invoke,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@53a65ed2,45
asset-share-commons,com.adobe.aem.commons.assetshare.util.assetkit.impl.pagegenerators,YyyyMmPagePathPathGeneratorImpl,generatePagePath,Long Statement,The length of the statement "return StringUtils.removeEnd(prefix`"/") + "/" + new SimpleDateFormat("yyyy/MM").format(new Date())+ "/"+ UUID.randomUUID();" is 124.,42
asset-share-commons,com.adobe.aem.commons.assetshare.content.properties,AbstractComputedProperty,get,Long Statement,The length of the statement "throw new IllegalArgumentException("This computed property requires a SlingHttpServletRequest object to transform the data");" is 125.,89
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.datasources,FilterablePropertiesDataSource,doGet,Long Statement,The length of the statement "final List<String> metadataFieldTypes=Arrays.asList(properties.get(PN_METADATA_FIELD_TYPES`ArrayUtils.EMPTY_STRING_ARRAY));" is 123.,64
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.datasources,FilterablePropertiesDataSource,doGet,Long Statement,The length of the statement "final List<String> indexRuleCapabilityProperties=Arrays.asList(properties.get(PN_FILTER_PROPERTIES`new String[]{PN_PROPERTY_INDEX}));" is 133.,64
asset-share-commons,com.adobe.aem.commons.assetshare.search.impl.datasources,FilterablePropertiesDataSource,addDeltaFastProperties,Long Statement,The length of the statement "final List<String> deltaFastProperties=fastPropertiesService.getDeltaProperties(fastProperties`(Collection<String>)(Collection<?>)data.values());" is 145.,92
asset-share-commons,com.adobe.aem.commons.assetshare.search.providers.impl,QuerySearchProviderImpl,getResults,Complex Method,Cyclomatic complexity of the method is 8,93
asset-share-commons,com.adobe.aem.commons.assetshare.search.providers.impl,QuerySearchProviderImpl,getResults,Long Identifier,The length of the identifier resourceResolverLeakingReference is 32.,93
asset-share-commons,com.adobe.aem.commons.assetshare.search.providers.impl,QuerySearchProviderImpl,getParams,Long Statement,The length of the statement "final PredicateGroup combinedPredicateGroup=safeMerge(paramsPredicateGroup`pagePredicate.getPredicateGroup(excludeParamTypes));" is 127.,149
asset-share-commons,com.adobe.aem.commons.assetshare.search.providers.impl,QuerySearchProviderImpl,isPathsProvidedByRequestParams,Long Statement,The length of the statement "final ValueMap pathPredicates=PredicateUtil.findPredicate(requestParams`PathPredicateEvaluator.PATH`PathPredicateEvaluator.PATH);" is 129.,184
asset-share-commons,com.adobe.aem.commons.assetshare.search.providers.impl,QuerySearchProviderImpl,isPathsProvidedByRequestParams,Long Statement,The length of the statement "final String[] allowedPathPrefixes=pagePredicate.getPaths().stream().map(path -> StringUtils.removeEnd(path`"/") + "/").toArray(String[]::new);" is 143.,184
asset-share-commons,com.adobe.aem.commons.assetshare.search.providers.impl,QuerySearchProviderImpl,safeMerge,Long Statement,The length of the statement "StreamSupport.stream(Spliterators.spliteratorUnknownSize(src.iterator()`Spliterator.ORDERED)`false).forEach(predicate -> {" is 122.,219
asset-share-commons,com.adobe.aem.commons.assetshare.search.providers.impl,QuerySearchProviderImpl,safeMerge,Long Statement,The length of the statement "if (!PredicateConverter.GROUP_PARAMETER_PREFIX.equals(predicate.getName()) && PredicateGroup.TYPE.equals(predicate.getType())) {" is 128.,219
asset-share-commons,com.adobe.aem.commons.assetshare.components.predicates,AbstractPredicate,isParameterizedSearchRequest,Long Statement,The length of the statement "return Arrays.stream(new String[]{"p."`""`"_group."}).anyMatch(needle -> StringUtils.contains(request.getQueryString()`needle));" is 128.,138
asset-share-commons,com.adobe.aem.commons.assetshare.components.predicates,AbstractPredicate,initGroup,Complex Conditional,The conditional expression !isGroupIdGeneratingComponent(request) || !isReady() || !generateGroupId(request) is complex.,162
asset-share-commons,com.adobe.aem.commons.assetshare.components.predicates,AbstractPredicate,isGroupIdGeneratingComponent,Long Identifier,The length of the field PN_GENERATE_PREDICATE_GROUP_ID is 30.,176
asset-share-commons,com.adobe.aem.commons.assetshare.components.predicates,AbstractPredicate,generateGroupId,Long Identifier,The length of the field REQUEST_ATTR_PREDICATE_GROUP_TRACKER is 36.,185
asset-share-commons,com.adobe.aem.commons.assetshare.components.predicates,AbstractPredicate,generateLegacyGroupId,Long Identifier,The length of the field REQUEST_ATTR_LEGACY_PREDICATE_GROUP_TRACKER is 43.,207
asset-share-commons,com.adobe.aem.commons.assetshare.components.search.impl,SearchConfigImpl,getGuessTotal,Long Statement,The length of the statement "return (guessTotalAsNumber < 1 || guessTotalAsNumber > MAX_GUESS_TOTAL) ? DEFAULT_GUESS_TOTAL : String.valueOf(guessTotalAsNumber);" is 131.,110
asset-share-commons,com.adobe.aem.commons.assetshare.components.search.impl,SearchConfigImpl,getPaths,Long Statement,The length of the statement "final List<String> paths=Arrays.stream(properties.get(PN_PATHS`DEFAULT_PATHS)).filter(path -> StringUtils.equals(path`DamConstants.MOUNTPOINT_ASSETS) || StringUtils.startsWith(path`DamConstants.MOUNTPOINT_ASSETS)).collect(Collectors.toList());" is 243.,151
asset-share-commons,com.adobe.aem.commons.assetshare.components.search.impl,SearchConfigImpl,resolveSearchConfigResource,Long Statement,The length of the statement "log.warn("Unable to locate a Search Results component resource that can represent the Search Config. It is likely the Search Results component has not been added to the Search page yet!");" is 188.,165
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImpl,init,Long Statement,The length of the statement "log.debug("Initing DownloadImpl withe RequireAem configurations: [ distribution = {} ] and [ serviceType = {} ]"`requireAem.getDistribution().getValue()`requireAem.getServiceType().getValue());" is 193.,128
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImpl,init,Long Statement,The length of the statement "log.error("An NPE is known to be thrown by AEM in conditions where Dynamic Media is enabled and/or the asset has Dynamic Media attributes when trying to compute sizes.");" is 170.,128
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImpl,getAssetRenditionsGroups,Long Statement,The length of the statement "groups.getChildren().forEach(child -> getAssetRenditionGroup(child.getChild(NN_ASSET_RENDITIONS)).ifPresent(arg -> assetRenditionsGroups.add(arg)));" is 148.,156
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImpl,getAssetRenditionGroup,Long Identifier,The length of the field PN_ASSET_RENDITIONS_GROUP_TITLE is 31.,169
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImpl,getAssetRenditionGroup,Long Statement,The length of the statement "final Optional<List<OptionItem>> sanitizedOptions=Optional.of(options.getItems().stream().filter(item -> assetRenditionDispatchers.isValidAssetRenditionName(item.getValue())).collect(Collectors.toList()));" is 205.,169
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,AsyncAssetRenditionsDownloadServletTest,activateInCloudReady,Long Statement,The length of the statement "AsyncAssetRenditionsDownloadServlet servlet=ctx.registerInjectActivateService(new AsyncAssetRenditionsDownloadServlet());" is 121.,37
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,setUp,Magic Number,The method contains a magic number: 1024L,61
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getAssets,Magic Number,The method contains a magic number: 2,86
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getMaxContentSize,Magic Number,The method contains a magic number: 1024L,142
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getDownloadContentSize,Magic Number,The method contains a magic number: 1024L,162
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getDownloadContentSize,Magic Number,The method contains a magic number: 1024L,162
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,isLegacyMode_No_WithGroups,Long Statement,The length of the statement "final Options group1Options=new TestOptionsImpl(ctx.currentResource().getChild("asset-renditions-groups/items/item0/asset-renditions/items"));" is 142.,219
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,isLegacyMode_No_WithGroups,Long Statement,The length of the statement "final Options group2Options=new TestOptionsImpl(ctx.currentResource().getChild("asset-renditions-groups/items/item1/asset-renditions/items"));" is 142.,219
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,isLegacyMode_No_WithGroups,Long Statement,The length of the statement "doReturn(group1Options).when(modelFactory).getModelFromWrappedRequest(eq(ctx.request())`argThat(new IsSameResourceByPath(ctx.currentResource().getChild("asset-renditions-groups/items/item0/asset-renditions").getPath()))`eq(Options.class));" is 239.,219
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,isLegacyMode_No_WithGroups,Long Statement,The length of the statement "doReturn(group2Options).when(modelFactory).getModelFromWrappedRequest(eq(ctx.request())`argThat(new IsSameResourceByPath(ctx.currentResource().getChild("asset-renditions-groups/items/item1/asset-renditions").getPath()))`eq(Options.class));" is 239.,219
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getAssetRenditionGroups,Long Statement,The length of the statement "ctx.registerInjectActivateService(new ExternalRedirectRenditionDispatcherImpl()`"rendition.mappings"`new String[]{"rendition-1-1=https://adobe.com/test.png"`"rendition-1-2=https://adobe.com/test.png"`"rendition-2-1=https://adobe.com/test.png"});" is 245.,240
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getAssetRenditionGroups,Long Statement,The length of the statement "final Options group1Options=new TestOptionsImpl(ctx.currentResource().getChild("asset-renditions-groups/items/item0/asset-renditions/items"));" is 142.,240
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getAssetRenditionGroups,Long Statement,The length of the statement "final Options group2Options=new TestOptionsImpl(ctx.currentResource().getChild("asset-renditions-groups/items/item1/asset-renditions/items"));" is 142.,240
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getAssetRenditionGroups,Long Statement,The length of the statement "doReturn(group1Options).when(modelFactory).getModelFromWrappedRequest(eq(ctx.request())`argThat(new IsSameResourceByPath(ctx.currentResource().getChild("asset-renditions-groups/items/item0/asset-renditions").getPath()))`eq(Options.class));" is 239.,240
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getAssetRenditionGroups,Long Statement,The length of the statement "doReturn(group2Options).when(modelFactory).getModelFromWrappedRequest(eq(ctx.request())`argThat(new IsSameResourceByPath(ctx.currentResource().getChild("asset-renditions-groups/items/item1/asset-renditions").getPath()))`eq(Options.class));" is 239.,240
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getAssetRenditionGroups,Magic Number,The method contains a magic number: 2,240
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.download.impl,DownloadImplTest,getAssetRenditionGroups,Magic Number,The method contains a magic number: 2,240
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.share.impl,EmailShareServiceImpl,share,Long Statement,The length of the statement "share(request.adaptTo(Config.class)`unprotectedShareParameters`shareParameters`StringUtils.defaultIfBlank(emailShare.getEmailTemplatePath()`cfg.emailTemplate()));" is 162.,119
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.share.impl,EmailShareServiceImpl,share,Long Statement,The length of the statement "final String[] assetPaths=Arrays.stream(unprotectedShareParameters.get(ASSET_PATHS`ArrayUtils.EMPTY_STRING_ARRAY)).filter(StringUtils::isNotBlank).map(path -> config.getResourceResolver().getResource(path)).filter(Objects::nonNull).map(DamUtil::resolveToAsset).filter(Objects::nonNull).map(Asset::getPath).toArray(String[]::new);" is 329.,152
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.share.impl,EmailShareServiceImpl,share,Long Statement,The length of the statement "log.debug("Sharing [ {} ] to [ {} ]"`StringUtils.join(unprotectedShareParameters.get(ASSET_PATHS`ArrayUtils.EMPTY_STRING_ARRAY)`"` ")`StringUtils.join(emailAddresses`"` "));" is 173.,152
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.share.impl,EmailShareServiceImpl,getSignature,Long Identifier,The length of the identifier useSharerDisplayNameAsSignature is 31.,230
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.share.impl,EmailShareServiceImpl,getSignature,Long Statement,The length of the statement "boolean useSharerDisplayNameAsSignature=emailShare.getProperties().get(EmailShareImpl.PN_USE_SHARER_NAME_AS_SIGNATURE`false);" is 125.,230
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.share.impl,EmailShareServiceImpl,getSignature,Long Statement,The length of the statement "return StringUtils.defaultIfBlank(emailShare.getConfiguredData().get(EmailShareImpl.PN_SIGNATURE`String.class)`cfg.signature());" is 128.,230
asset-share-commons,com.adobe.aem.commons.assetshare.components.actions.share.impl,ShareServlet,share,Long Statement,The length of the statement "shareServices.stream().filter(Objects::nonNull).filter(shareService -> shareService.accepts(request)).forEach(shareService -> {" is 127.,71
asset-share-commons,com.adobe.aem.commons.assetshare.components.structure.impl,HeaderImpl,isReady,Complex Conditional,The conditional expression getItems().size() > 0 || StringUtils.isNotBlank(getLogoPath()) || StringUtils.isNotBlank(getSiteTitle()) is complex.,220
asset-share-commons,com.adobe.aem.commons.assetshare.components.structure.impl,NavigationItemImpl,NavigationItemImpl,Long Parameter List,The method has 6 parameters. ,34
asset-share-commons,com.adobe.aem.commons.assetshare.components.structure.impl,UserMenuImpl,isReady,Long Statement,The length of the statement "return StringUtils.isNotEmpty(logInLabel) && StringUtils.isNotEmpty(logInLink) && StringUtils.isNotEmpty(logOutLabel)&& StringUtils.isNotEmpty(logOutLink);" is 155.,67
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitCreatorWorkflowProcess,execute,Long Identifier,The length of the field WORKFLOW_ASSETS_KIT_PAGE_TEMPLATE_PATH is 38.,93
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitCreatorWorkflowProcess,execute,Long Identifier,The length of the field WORKFLOW_PAGE_PATH_GENERATOR_ID is 31.,93
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitCreatorWorkflowProcess,execute,Long Identifier,The length of the field WORKFLOW_ASSETS_KIT_PAGE_COMPONENT_UPDATERS is 43.,93
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitCreatorWorkflowProcess,execute,Long Identifier,The length of the field TRACKING_PROPERTY_ASSETS_KIT_ID is 31.,93
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitCreatorWorkflowProcess,execute,Long Statement,The length of the statement "String assetsKitId=pagePathGenerators.stream().filter(pagePathGenerator -> StringUtils.equals(pagePathGeneratorId`pagePathGenerator.getId())).findFirst().orElseThrow(() -> new WorkflowException(String.format("No PagePathGenerator found for ID [ %s ]"`pagePathGeneratorId))).generatePagePath(rootPagePath`payloadResource);" is 321.,93
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitCreatorWorkflowProcess,getOrCreateAssetsKitPage,Long Statement,The length of the statement "final Node node=JcrUtil.createPath(StringUtils.substringBeforeLast(assetsKitId`"/")`NT_SLING_ORDERED_FOLDER`NT_SLING_ORDERED_FOLDER`resourceResolver.adaptTo(Session.class)`false);" is 179.,144
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitCreatorWorkflowProcess,getOrCreateTrackingResource,Long Statement,The length of the statement "throw new WorkflowException(String.format("Could not create missing metadata node for asset folder [ {} ]."`resource.getPath())`e);" is 131.,158
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitReplicationWorkflowProcess,execute,Complex Method,Cyclomatic complexity of the method is 10,64
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitReplicationWorkflowProcess,execute,Long Identifier,The length of the field WORKFLOW_REPLICATION_ACTIVATION_TYPE is 36.,64
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitReplicationWorkflowProcess,execute,Long Statement,The length of the statement "final ReplicationActionType replicationActionType=ReplicationActionType.valueOf(metaDataMap.get(WORKFLOW_REPLICATION_ACTIVATION_TYPE`"ACTIVATE"));" is 146.,64
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitReplicationWorkflowProcess,execute,Long Statement,The length of the statement "else if (!assetKitHelper.isAssetFolder(resourceResolver.getResource(assetsKitPath)) && !assetKitHelper.isAssetCollection(resourceResolver.getResource(assetsKitPath))) {" is 168.,64
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitReplicationWorkflowProcess,execute,Long Statement,The length of the statement "throw new WorkflowException(String.format("Asset kit asset [ %s ] is not an asset folder or a collection."`assetsKitPath));" is 123.,64
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitReplicationWorkflowProcess,execute,Long Statement,The length of the statement "if (ReplicationActionType.ACTIVATE.equals(replicationActionType) && !replicator.getReplicationStatus(session`pageResource.getPath()).isActivated()) {" is 149.,64
asset-share-commons,com.adobe.aem.commons.assetshare.workflow.assetkit.impl,AssetKitReplicationWorkflowProcess,execute,Long Statement,The length of the statement "final List<com.day.cq.wcm.api.reference.Reference> references=referenceProvider.findReferences(resourceResolver.getResource(assetsKitPage.getPath()));" is 150.,64
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,ExpressionDownloadArchiveNamerTest,setUp,Long Statement,The length of the statement "when(downloadTarget.getParameter(DownloadTargetParameters.DOWNLOAD_COMPONENT_PATH.toString()`String.class)).thenReturn("/content/download-component");" is 150.,41
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,ExpressionDownloadArchiveNamerTest,setUp,Long Statement,The length of the statement "when(downloadTarget.getParameter(DownloadTargetParameters.RENDITION_NAME.toString()`String.class)).thenReturn("Test Web");" is 122.,41
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,ExpressionDownloadArchiveNamerTest,getArchiveFilePath,Long Statement,The length of the statement "AssetModel assetModel=modelFactory.getModelFromWrappedRequest(ctx.request()`ctx.resourceResolver().getResource("/content/dam/test.png")`AssetModel.class);" is 154.,63
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,ExpressionDownloadArchiveNamerTest,getArchiveFilePath,Long Statement,The length of the statement "AssetRendition assetRendition=new AssetRendition("/content/dam/test.png/jcr:renditions/cq5dam.web.1280.1280.png"`10l`"image/png");" is 130.,63
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,ExpressionDownloadArchiveNamerTest,getArchiveFilePath,Magic Number,The method contains a magic number: 10l,63
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,ExpressionDownloadArchiveNamerTest,getArchiveFilePath_withDownloadExtensionResolver,Long Statement,The length of the statement "AssetModel assetModel=modelFactory.getModelFromWrappedRequest(ctx.request()`ctx.resourceResolver().getResource("/content/dam/test.png")`AssetModel.class);" is 154.,75
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,ExpressionDownloadArchiveNamerTest,getArchiveFilePath_withDownloadExtensionResolver,Long Statement,The length of the statement "AssetRendition assetRendition=new AssetRendition("/content/dam/test.png/jcr:renditions/cq5dam.web.1280.1280.png"`10l`"image/png");" is 130.,75
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,ExpressionDownloadArchiveNamerTest,getArchiveFilePath_withDownloadExtensionResolver,Magic Number,The method contains a magic number: 10l,75
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_EST,Magic Number,The method contains a magic number: 2021,18
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_EST,Magic Number,The method contains a magic number: 5,18
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_EST,Magic Number,The method contains a magic number: 6,18
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_EST,Magic Number,The method contains a magic number: 7,18
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_EST,Magic Number,The method contains a magic number: 2021,18
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_EST,Magic Number,The method contains a magic number: 5,18
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_EST,Magic Number,The method contains a magic number: 6,18
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_EST,Magic Number,The method contains a magic number: 3,18
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_PST,Magic Number,The method contains a magic number: 2021,32
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_PST,Magic Number,The method contains a magic number: 2,32
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_PST,Magic Number,The method contains a magic number: 6,32
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_PST,Magic Number,The method contains a magic number: 6,32
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_PST,Magic Number,The method contains a magic number: 58,32
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_PST,Magic Number,The method contains a magic number: 2021,32
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_PST,Magic Number,The method contains a magic number: 2,32
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_PST,Magic Number,The method contains a magic number: 5,32
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_PST,Magic Number,The method contains a magic number: 22,32
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,AsyncAssetRenditionsDownloadServletTest,getLocalDateTime_PST,Magic Number,The method contains a magic number: 58,32
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,NamedRenditionDownloadTargetProcessor,processTarget,Complex Method,Cyclomatic complexity of the method is 8,80
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,NamedRenditionDownloadTargetProcessor,processTarget,Long Statement,The length of the statement "for ( final AssetRenditionDispatcher assetRenditionDispatcher : assetRenditionDispatchers.getAssetRenditionDispatchers()) {" is 123.,80
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,NamedRenditionDownloadTargetProcessor,processTarget,Long Statement,The length of the statement "log.debug("Setting DownloadTarget for [ {} ] using AssetRenditionDispatcher [ {} ]"`assetModel.getPath()`assetRenditionDispatcher.getName());" is 141.,80
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,NamedRenditionDownloadTargetProcessor,processTarget,Long Statement,The length of the statement "downloadFileParameters.put(PARAM_ARCHIVE_PATH`downloadArchiveNamer.getArchiveFilePath(assetModel`assetRendition`target));" is 121.,80
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.download.async.impl,NamedRenditionDownloadTargetProcessor,processTarget,Long Statement,The length of the statement "downloadFiles.add(apiFactory.createDownloadFile(assetRendition.getSize()`assetRendition.getBinaryUri()`downloadFileParameters));" is 128.,80
