Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSourceTest,doGet_WithAllowedAssetRenditionDispatcherTypes,Long Statement,The length of the statement "ctx.registerInjectActivateService(new StaticRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put(Constants.SERVICE_RANKING`1000).put("label"`"Three AssetRenditionDispatcher").put("name"`"three").put("types"`new String[]{"image"}).put("rendition.mappings"`new String[]{"e=value"`"f=value"}).build());" is 314.,255
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSourceTest,doGet_WithAllowedAssetRenditionDispatcherTypes,Magic Number,The method contains a magic number: 1000,255
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,doGet,Long Identifier,The length of the identifier excludeAssetRenditionDispatchers is 32.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,doGet,Long Identifier,The length of the identifier addAssetRenditionDispatcherToLabel is 34.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,doGet,Long Identifier,The length of the field PN_ALLOWED_ASSETRENDITIONDISPATCHER_TYPES is 41.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,doGet,Long Identifier,The length of the field PN_EXCLUDE_ASSETRENDITIONDISPATCHERS is 36.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,doGet,Long Identifier,The length of the field PN_ADD_ASSET_RENDITION_DISPATCHER_TO_LABEL is 42.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,doGet,Long Statement,The length of the statement "final List<String> allowedAssetRenditionTypes=Arrays.asList(properties.get(PN_ALLOWED_ASSETRENDITIONDISPATCHER_TYPES`new String[]{}));" is 134.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,doGet,Long Statement,The length of the statement "final Set<String> excludeAssetRenditionDispatchers=getExcluded(properties`cfg.exclude_assetrenditiondispatcher_names()`PN_EXCLUDE_ASSETRENDITIONDISPATCHERS);" is 157.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,doGet,Long Statement,The length of the statement "final Set<String> excludeAssetRenditions=getExcluded(properties`cfg.exclude_assetrendition_names()`PN_EXCLUDE_ASSETRENDITIONS);" is 127.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,doGet,Long Statement,The length of the statement "final boolean addAssetRenditionDispatcherToLabel=properties.get(PN_ADD_ASSET_RENDITION_DISPATCHER_TO_LABEL`cfg.add_assetrenditiondispatcher_to_label());" is 152.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,doGet,Long Statement,The length of the statement "for ( final AssetRenditionDispatcher assetRenditionDispatcher : assetRenditionDispatchers.getAssetRenditionDispatchers()) {" is 123.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,doGet,Long Statement,The length of the statement "if (acceptsAssetRenditionDispatcher(allowedAssetRenditionTypes`excludeAssetRenditionDispatchers`assetRenditionDispatcher)) {" is 124.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,doGet,Long Statement,The length of the statement "assetRenditionDispatcher.getOptions().entrySet().stream().filter(entry -> !excludeAssetRenditions.contains(entry.getValue())).filter(entry -> !data.containsValue(entry.getValue())).forEach(entry -> {" is 199.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,acceptsAssetRenditionDispatcher,Complex Conditional,The conditional expression !assetRenditionDispatcher.getTypes().isEmpty() && !allowedAssetRenditionTypes.isEmpty() && Collections.disjoint(assetRenditionDispatcher.getTypes()`allowedAssetRenditionTypes) is complex.,116
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,acceptsAssetRenditionDispatcher,Long Identifier,The length of the parameter excludeAssetRenditionDispatchers is 32.,116
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,acceptsAssetRenditionDispatcher,Long Statement,The length of the statement "if (!assetRenditionDispatcher.getTypes().isEmpty() && !allowedAssetRenditionTypes.isEmpty() && Collections.disjoint(assetRenditionDispatcher.getTypes()`allowedAssetRenditionTypes)) {" is 182.,116
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,acceptsAssetRenditionDispatcher,Long Statement,The length of the statement "log.debug("Skip adding AssetRenditionDispatcher factory [ {} ] to Data Source as it does not have any allowed types"`assetRenditionDispatcher.getName());" is 153.,116
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,acceptsAssetRenditionDispatcher,Long Statement,The length of the statement "log.debug("Skip adding AssetRenditionDispatcher factory [ {} ] to Data Source as it has been marked as hidden via configuration"`assetRenditionDispatcher.getName());" is 165.,116
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,AssetRenditionsDataSource,acceptsAssetRenditionDispatcher,Long Statement,The length of the statement "log.debug("Skip adding AssetRenditionDispatcher factory [ {} ] to Data Source as it has been excluded via configuration"`assetRenditionDispatcher.getName());" is 157.,116
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,MetadataSchemaPropertiesDataSource,doGet,Long Identifier,The length of the field PN_METADATA_FIELD_RESOURCE_TYPES is 32.,56
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,MetadataSchemaPropertiesDataSource,doGet,Long Statement,The length of the statement "final List<String> metadataFieldResourceTypes=Arrays.asList(properties.get(PN_METADATA_FIELD_RESOURCE_TYPES`new String[]{}));" is 125.,56
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl.datasources,MetadataSchemaPropertiesDataSource,doGet,Long Statement,The length of the statement "final Map<String`List<String>> collectedMetadata=metadataProperties.getMetadataProperties(request`metadataFieldResourceTypes);" is 126.,56
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,MetadataSchemaPropertiesImplTest,collectExtraMetadataProperties,Long Statement,The length of the statement "ctx.registerInjectActivateService(new MetadataSchemaPropertiesImpl()`ImmutableMap.<String`Object>builder().put("extra.metadata.properties"`new String[]{"jcr:content/foo=My Foo"`"jcr:content/metadata/bar=My Bar"`"./jcr:content/foo=My Foo 2"}).build());" is 251.,45
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,MetadataSchemaPropertiesImplTest,collectExtraMetadataProperties,Long Statement,The length of the statement "MetadataSchemaPropertiesImpl metadataSchemaProperties=(MetadataSchemaPropertiesImpl)ctx.getService(MetadataProperties.class);" is 125.,45
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,MetadataSchemaPropertiesImplTest,collectExtraMetadataProperties,Magic Number,The method contains a magic number: 2,45
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,MetadataSchemaPropertiesImplTest,collectExtraMetadataProperties,Magic Number,The method contains a magic number: 2,45
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,MetadataSchemaPropertiesImplTest,removeMetadataProperties,Long Statement,The length of the statement "ctx.registerInjectActivateService(new MetadataSchemaPropertiesImpl()`ImmutableMap.<String`Object>builder().put("blacklisted.metadata.properties"`new String[]{"jcr:content/foo"}).build());" is 187.,67
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,MetadataSchemaPropertiesImplTest,removeMetadataProperties,Long Statement,The length of the statement "MetadataSchemaPropertiesImpl metadataSchemaProperties=(MetadataSchemaPropertiesImpl)ctx.getService(MetadataProperties.class);" is 125.,67
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedPropertiesTest,setUp,Long Identifier,The length of the field testWithRequestComputedProperty is 31.,66
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedPropertiesTest,setUp,Long Identifier,The length of the field testWithNoRequestComputedProperty is 33.,66
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedPropertiesTest,get_CacheMiss,Magic Number,The method contains a magic number: 3,130
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedPropertiesTest,ComputedPropertyParameter_getName,Long Statement,The length of the statement "CombinedProperties.ComputedPropertyParameter computedPropertyParameter=new CombinedProperties.ComputedPropertyParameter(input);" is 127.,158
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedPropertiesTest,ComputedPropertyParameter_getNameWithoutParameters,Long Statement,The length of the statement "CombinedProperties.ComputedPropertyParameter computedPropertyParameter=new CombinedProperties.ComputedPropertyParameter(input);" is 127.,170
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedPropertiesTest,ComputedPropertyParameter_getParameterIsEmpty,Long Statement,The length of the statement "CombinedProperties.ComputedPropertyParameter computedPropertyParameter=new CombinedProperties.ComputedPropertyParameter(input);" is 127.,182
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedPropertiesTest,ComputedPropertyParameter_getParameters,Long Statement,The length of the statement "CombinedProperties.ComputedPropertyParameter computedPropertyParameter=new CombinedProperties.ComputedPropertyParameter(input);" is 127.,193
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedPropertiesTest,ComputedPropertyParameter_getParameters,Magic Number,The method contains a magic number: 4,193
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedPropertiesTest,ComputedPropertyParameter_getId,Long Statement,The length of the statement "CombinedProperties.ComputedPropertyParameter computedPropertyParameter=new CombinedProperties.ComputedPropertyParameter(input);" is 127.,208
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedPropertiesTest,ComputedPropertyParameter_getIdWithNoParameters,Long Statement,The length of the statement "CombinedProperties.ComputedPropertyParameter computedPropertyParameter=new CombinedProperties.ComputedPropertyParameter(input);" is 127.,220
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,MetadataSchemaPropertiesImpl,getMetadataProperties,Long Statement,The length of the statement "final Iterator<Resource> resourceIterator=SchemaFormHelper.getSchemaFormsIterator(request.getResourceResolver()`"/conf/global/settings/dam/adminui-extension/metadataschema"`0`0);" is 178.,66
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,MetadataSchemaPropertiesImpl,getMetadataProperties,Long Statement,The length of the statement "final MetadataSchemaResourceVisitor visitor=new MetadataSchemaResourceVisitor(collectedMetadata`metadataFieldResourceTypes);" is 124.,66
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,AssetResolverImpl,resolveAsset,Complex Method,Cyclomatic complexity of the method is 8,43
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,AssetResolverImpl,resolveAsset,Long Statement,The length of the statement "else if (StringUtils.startsWith(request.getRequestPathInfo().getResourcePath()`DamConstants.MOUNTPOINT_ASSETS) && StringUtils.equals(request.getRequestPathInfo().getExtension()`AssetRenditionServlet.SERVLET_EXTENSION)) {" is 220.,43
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,AssetResolverImpl,resolveAsset,Long Statement,The length of the statement "throw new IllegalArgumentException(String.format("Unable to adapt request [ %s ] via a SlingHttpServletRequest into an Asset."`request.getRequestURI()));" is 153.,43
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,AssetResolverImpl,resolveAsset,Long Statement,The length of the statement "throw new IllegalArgumentException(String.format("Unable to adapt resource [ %s ] via a Resource into an Asset."`assetResource.getPath()));" is 139.,96
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedProperties,containsKey,Complex Conditional,The conditional expression computedProperty != null && (cachedValues.containsKey(computedPropertyParameter.getCacheId()) || computedProperty.accepts(asset`request`computedPropertyParameter.getName())) is complex.,83
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedProperties,containsKey,Long Statement,The length of the statement "if (computedProperty != null && (cachedValues.containsKey(computedPropertyParameter.getCacheId()) || computedProperty.accepts(asset`request`computedPropertyParameter.getName()))) {" is 180.,83
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedProperties,get,Complex Method,Cyclomatic complexity of the method is 12,113
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedProperties,get,Long Statement,The length of the statement "log.trace(String.format("Computed value [ %s -> %s ] using [ %s ] served from ComputedPropertyAccessor cache."`computedPropertyParameter.getCacheId()`result`computedProperty.getClass().getName()));" is 197.,113
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedProperties,get,Long Statement,The length of the statement "log.trace(String.format("Computed value [ %s -> %s ] using [ %s ] "`computedPropertyParameter.getCacheId()`result`computedProperty.getClass().getName()));" is 154.,113
asset-share-commons,com.adobe.aem.commons.assetshare.content.impl,CombinedProperties,getComputedPropertiesMap,Long Statement,The length of the statement "log.debug("ComputedProperty [ {} ] with key [ {} ] already provided by a better ranked implementation"`computedProperty.getClass().getName()`key);" is 146.,220
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,getLabel,Long Statement,The length of the statement "ctx.registerInjectActivateService(new ExternalRedirectRenditionDispatcherImpl()`"label"`"Test Asset Rendition Resolver");" is 121.,76
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,getOptions,Long Statement,The length of the statement "final Map<String`String> expected=ImmutableMap.<String`String>builder().put("Foo"`"foo").put("Foo bar"`"foo_bar").put("Foo-bar"`"foo-bar").build();" is 147.,102
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,getOptions,Long Statement,The length of the statement "ctx.registerInjectActivateService(new ExternalRedirectRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"foo=foo value"`"foo_bar=foo_bar value"`"foo-bar=foo-bar value"}).build());" is 231.,102
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,getRenditionNames,Long Statement,The length of the statement "ctx.registerInjectActivateService(new ExternalRedirectRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"foo=foo value"`"test.ing-rendition=test-rendition value"}).build());" is 225.,123
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,dispatch,Long Statement,The length of the statement "ctx.registerInjectActivateService(new ExternalRedirectRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"testing=${dm.domain}is/image/${dm.file}?$greyscale$"}).build());" is 221.,143
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,dispatch,Magic Number,The method contains a magic number: 301,143
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,dispatch_WithSpacesInPath,Long Statement,The length of the statement "ctx.registerInjectActivateService(new ExternalRedirectRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"testing=${asset.path}.test.500.500.${asset.extension}"}).put("redirect"`302).build());" is 243.,162
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,dispatch_WithSpacesInPath,Magic Number,The method contains a magic number: 302,162
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,dispatch_WithSpacesInPath,Magic Number,The method contains a magic number: 302,162
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,dispatch_WithHostAndSpacesInPath,Long Statement,The length of the statement "ctx.registerInjectActivateService(new ExternalRedirectRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"testing=https://test.com${asset.path}.test.500.500.${asset.extension}"}).put("redirect"`302).build());" is 259.,184
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,dispatch_WithHostAndSpacesInPath,Long Statement,The length of the statement "assertEquals("https://test.com/content/dam/test%20with%20spaces.png.test.500.500.png"`ctx.response().getHeader("Location"));" is 124.,184
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,dispatch_WithHostAndSpacesInPath,Magic Number,The method contains a magic number: 302,184
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImplTest,dispatch_WithHostAndSpacesInPath,Magic Number,The method contains a magic number: 302,184
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AbstractRenditionDispatcherImplTest,parseMappingsAsStrings,Long Statement,The length of the statement "ConcurrentHashMap<String`String> map=trd.parseMappingsAsStrings(new String[]{"simple=test"`"complex=${dm.domain}/is/image/${dm.file}:Small?" + QUERY_PARAM_SUGGESTED_EXTENSION + "=jpeg"});" is 187.,32
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,InternalRedirectRenditionDispatcherImplTest,getLabel,Long Statement,The length of the statement "ctx.registerInjectActivateService(new InternalRedirectRenditionDispatcherImpl()`"label"`"Test Asset Rendition Resolver");" is 121.,103
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,InternalRedirectRenditionDispatcherImplTest,getOptions,Long Statement,The length of the statement "final Map<String`String> expected=ImmutableMap.<String`String>builder().put("Foo"`"foo").put("Foo bar"`"foo_bar").put("Foo-bar"`"foo-bar").build();" is 147.,129
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,InternalRedirectRenditionDispatcherImplTest,getOptions,Long Statement,The length of the statement "ctx.registerInjectActivateService(new InternalRedirectRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"foo=foo value"`"foo_bar=foo_bar value"`"foo-bar=foo-bar value"}).build());" is 231.,129
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,InternalRedirectRenditionDispatcherImplTest,getRenditionNames,Long Statement,The length of the statement "ctx.registerInjectActivateService(new InternalRedirectRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"foo=foo value"`"test.ing-rendition=test-rendition value"}).build());" is 225.,150
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,InternalRedirectRenditionDispatcherImplTest,dispatch,Long Statement,The length of the statement "ctx.registerInjectActivateService(new InternalRedirectRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"testing=${asset.path}.test.500.500.${asset.extension}"}).build());" is 223.,170
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,InternalRedirectRenditionDispatcherImplTest,dispatch_WithSpacesInPath,Long Statement,The length of the statement "ctx.registerInjectActivateService(new InternalRedirectRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"testing=${asset.path}.test.500.500.${asset.extension}"}).build());" is 223.,196
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,InternalRedirectRenditionDispatcherImplTest,cleanPathInfoRequestPath,Long Statement,The length of the statement "assertEquals("/content/dam/test with spaces.png.test.500.500.png"`assetRenditionDispatcher.cleanPathInfoRequestPath("/content/dam/test with spaces.png.test.500.500.png"));" is 171.,236
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,InternalRedirectRenditionDispatcherImplTest,cleanPathInfoRequestPath,Long Statement,The length of the statement "assertEquals("/content/dam/test with spaces.png.test.500.500.png"`assetRenditionDispatcher.cleanPathInfoRequestPath("content/dam/test with spaces.png.test.500.500.png"));" is 170.,236
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,InternalRedirectRenditionDispatcherImplTest,cleanPathInfoRequestPath,Long Statement,The length of the statement "assertEquals("/content/dam/test with spaces.png.test.500.500.png"`assetRenditionDispatcher.cleanPathInfoRequestPath("https://test.com/content/dam/test with spaces.png.test.500.500.png"));" is 187.,236
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,InternalRedirectRenditionDispatcherImplTest,cleanPathInfoRequestPath,Long Statement,The length of the statement "assertEquals("/content/dam/test_without_spaces.png.test.500.500.png"`assetRenditionDispatcher.cleanPathInfoRequestPath("https://test.com/content/dam/test_without_spaces.png.test.500.500.png"));" is 193.,236
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,StaticRenditionDispatcherImplTest,setUp,Long Statement,The length of the statement "ctx.load().binaryFile(getClass().getResourceAsStream("StaticRenditionDispatcherImplTest__original.png")`"/content/dam/test.png/jcr:content/renditions/original");" is 161.,64
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,StaticRenditionDispatcherImplTest,setUp,Long Statement,The length of the statement "ctx.load().binaryFile(getClass().getResourceAsStream("StaticRenditionDispatcherImplTest__cq5dam.web.1280.1280.png")`"/content/dam/test.png/jcr:content/renditions/cq5dam.web.1280.1280.png");" is 189.,64
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,StaticRenditionDispatcherImplTest,getOptions,Long Statement,The length of the statement "final Map<String`String> expected=ImmutableMap.<String`String>builder().put("Foo"`"foo").put("Foo bar"`"foo_bar").put("Foo-bar"`"foo-bar").build();" is 147.,121
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,StaticRenditionDispatcherImplTest,getOptions,Long Statement,The length of the statement "ctx.registerInjectActivateService(new StaticRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"foo=foo value"`"foo_bar=foo_bar value"`"foo-bar=foo-bar value"}).build());" is 221.,121
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,StaticRenditionDispatcherImplTest,getRenditionNames,Long Statement,The length of the statement "ctx.registerInjectActivateService(new StaticRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"foo=foo value"`"test.ing-rendition=test-rendition value"}).build());" is 215.,142
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,StaticRenditionDispatcherImplTest,dispatch,Long Statement,The length of the statement "final byte[] expectedOutputStream=IOUtils.toByteArray(this.getClass().getResourceAsStream("StaticRenditionDispatcherImplTest__cq5dam.web.1280.1280.png"));" is 154.,162
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,StaticRenditionDispatcherImplTest,dispatch,Long Statement,The length of the statement "ctx.registerInjectActivateService(new StaticRenditionDispatcherImpl()`ImmutableMap.<String`Object>builder().put("rendition.mappings"`new String[]{"original=original"`"testing=^cq5dam\\.web\\..*"}).build());" is 206.,162
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,InternalRedirectRenditionDispatcherImpl,dispatch,Long Statement,The length of the statement "log.trace("Serving internal redirect rendition [ {} ] for expression [ {} ] and resolved rendition name [ {} ]"`resourcePath`evaluatedExpression`parameters.getRenditionName());" is 176.,117
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,InternalRedirectRenditionDispatcherImpl,dispatch,Long Statement,The length of the statement "request.getRequestDispatcher(resourcePath`options).include(new ExtensionOverrideRequestWrapper(request`pathInfo.getExtension())`response);" is 138.,117
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImpl,dispatch,Long Statement,The length of the statement "log.debug("Serving External redirect rendition [ {} ] for resolved rendition name [ {} ]"`renditionRedirect`parameters.getRenditionName());" is 139.,121
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,ExternalRedirectRenditionDispatcherImpl,getRendition,Long Statement,The length of the statement "log.debug("Downloading External redirect rendition [ {} ] for resolved rendition name [ {} ]"`renditionRedirect`parameters.getRenditionName());" is 143.,152
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,StaticRenditionDispatcherImpl,dispatch,Long Statement,The length of the statement "log.debug("Serving internal static rendition [ {} ] with resolved rendition name [ {} ] through internal Sling Forward"`rendition.getPath()`parameters.getRenditionName());" is 171.,121
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,StaticRenditionDispatcherImpl,dispatch,Long Statement,The length of the statement "request.getRequestDispatcher(rendition.adaptTo(Resource.class)).include(new AssetRenditionDownloadRequest(request`"GET"`rendition.adaptTo(Resource.class)`new String[]{}`null`"")`response);" is 188.,121
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,StaticRenditionDispatcherImpl,dispatch,Long Statement,The length of the statement "throw new ServletException(String.format("Cloud not locate rendition [ %s ] for assets [ %s ]"`parameters.getRenditionName()`asset.getPath()));" is 143.,121
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,StaticRenditionDispatcherImpl,getRendition,Long Statement,The length of the statement "log.debug("Downloading asset rendition [ {} ] for resolved rendition name [ {} ]"`rendition.getPath()`parameters.getRenditionName());" is 133.,154
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AbstractRenditionDispatcherImpl,parseMappingsAsPatterns,Long Statement,The length of the statement "parseParameters(renditionMappings).forEach(segments -> mappings.put(StringUtils.strip(segments[0])`Pattern.compile(StringUtils.strip(segments[1]))));" is 149.,42
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AbstractRenditionDispatcherImpl,parseMappingsAsStrings,Long Statement,The length of the statement "parseParameters(renditionMappings).forEach(segments -> mappings.put(StringUtils.strip(segments[0])`StringUtils.strip(segments[1])));" is 132.,54
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AbstractRenditionDispatcherImpl,parseParameters,Long Statement,The length of the statement "return Arrays.stream(renditionMappings).map(mapping -> StringUtils.split(mapping`OSGI_PROPERTY_VALUE_DELIMITER`2)).filter(segments -> segments.length == 2).filter(segments -> StringUtils.isNotBlank(segments[0])).filter(segments -> StringUtils.isNotBlank(segments[1]));" is 268.,65
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AbstractRenditionDispatcherImpl,parseParameters,Magic Number,The method contains a magic number: 2,65
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AbstractRenditionDispatcherImpl,parseParameters,Magic Number,The method contains a magic number: 2,65
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AbstractRenditionDispatcherImpl,getExtensionFromAscExtQueryParameter,Long Identifier,The length of the field QUERY_PARAM_SUGGESTED_EXTENSION is 31.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AbstractRenditionDispatcherImpl,getExtensionFromAscExtQueryParameter,Long Statement,The length of the statement "String extension=new URIBuilder(uri).getQueryParams().stream().filter(nvp -> QUERY_PARAM_SUGGESTED_EXTENSION.equals(nvp.getName())).map(NameValuePair::getValue).findFirst().orElse(null);" is 186.,73
asset-share-commons,com.adobe.aem.commons.assetshare.content.renditions.impl.dispatchers,AbstractRenditionDispatcherImpl,cleanURI,Long Identifier,The length of the field QUERY_PARAM_SUGGESTED_EXTENSION is 31.,87
